image_id,x_1,y_1,width,height
101826.jpg,106,63,203,281
004568.jpg,203,31,104,144
115356.jpg,318,73,304,421
036240.jpg,52,104,276,382
011022.jpg,790,367,1032,1429
055752.jpg,163,42,107,148
069652.jpg,64,79,247,342
003039.jpg,175,49,130,180
130690.jpg,61,51,169,234
124672.jpg,148,20,91,126
012938.jpg,103,98,229,317
137574.jpg,144,27,62,86
043693.jpg,159,38,156,216
113297.jpg,115,28,187,259
064250.jpg,121,163,364,504
030669.jpg,166,129,322,446
154793.jpg,122,91,361,500
101169.jpg,269,123,257,356
025925.jpg,188,76,250,321
147449.jpg,152,130,312,432
121551.jpg,37,58,159,220
001677.jpg,70,40,320,443
129568.jpg,273,154,382,529
073133.jpg,220,47,205,284
020549.jpg,174,162,328,454
076966.jpg,149,89,226,308
077617.jpg,260,34,125,173
000481.jpg,138,206,655,907
147379.jpg,58,123,377,522
147229.jpg,444,207,489,767
023894.jpg,213,182,507,702
148959.jpg,117,103,291,403
073532.jpg,28,78,252,349
125944.jpg,85,67,172,238
043626.jpg,70,90,237,328
043253.jpg,91,78,135,187
152805.jpg,59,112,226,313
073598.jpg,145,45,96,133
040878.jpg,219,83,159,220
139794.jpg,44,58,213,295
086601.jpg,129,97,208,288
005103.jpg,97,33,140,194
112190.jpg,86,86,112,155
050720.jpg,249,1,351,486
024097.jpg,100,116,218,302
053185.jpg,170,66,250,346
059663.jpg,117,1,351,486
004488.jpg,206,90,367,508
133343.jpg,94,132,250,346
132276.jpg,77,85,221,306
028404.jpg,120,132,224,310
148247.jpg,106,87,185,256
051326.jpg,110,69,190,263
102115.jpg,120,137,169,234
037438.jpg,233,109,153,212
030271.jpg,770,101,270,374
158845.jpg,113,49,187,259
093272.jpg,92,28,94,130
028631.jpg,113,26,70,97
146688.jpg,912,158,166,230
102801.jpg,176,50,291,403
009432.jpg,531,99,343,475
114145.jpg,681,92,478,662
056793.jpg,183,126,109,151
015413.jpg,214,44,83,115
073419.jpg,370,158,250,346
080755.jpg,363,80,104,144
005346.jpg,133,102,169,234
134150.jpg,188,48,88,122
132972.jpg,127,119,172,238
027514.jpg,164,119,237,328
158737.jpg,159,174,174,241
061105.jpg,173,159,42,58
108698.jpg,237,21,151,209
033790.jpg,165,64,208,288
031436.jpg,135,43,156,216
153850.jpg,112,91,195,270
069174.jpg,203,233,299,414
021610.jpg,64,27,86,119
128161.jpg,325,387,718,994
086122.jpg,494,216,286,396
012584.jpg,345,116,312,432
103672.jpg,163,67,135,187
042807.jpg,605,126,588,814
017453.jpg,165,58,208,288
049034.jpg,177,146,283,392
058124.jpg,161,154,205,284
009309.jpg,143,169,387,536
127288.jpg,306,90,229,317
121866.jpg,281,94,406,533
017670.jpg,144,33,192,266
147218.jpg,283,42,91,126
048280.jpg,35,65,216,299
097650.jpg,262,155,270,374
035474.jpg,403,300,333,461
031019.jpg,665,486,809,1120
151996.jpg,315,223,458,634
092929.jpg,470,90,380,526
028999.jpg,573,165,445,616
139555.jpg,397,229,359,497
117579.jpg,975,368,465,644
003273.jpg,465,352,411,569
123457.jpg,590,193,408,565
061017.jpg,240,59,117,162
024602.jpg,151,93,164,227
083891.jpg,383,258,351,486
085687.jpg,433,327,432,598
000605.jpg,44,105,239,331
128090.jpg,362,247,538,745
127014.jpg,114,95,140,194
028906.jpg,153,62,135,187
140191.jpg,133,118,143,198
065572.jpg,457,342,421,583
120341.jpg,519,625,952,1318
052492.jpg,746,446,842,1166
052277.jpg,783,444,858,1188
158710.jpg,115,109,172,238
079209.jpg,691,402,1014,1404
048247.jpg,273,207,330,457
129018.jpg,439,314,671,929
100720.jpg,130,87,203,281
029417.jpg,162,155,296,410
113108.jpg,172,143,320,443
058196.jpg,77,110,263,364
041240.jpg,83,116,416,576
066095.jpg,122,96,161,223
066165.jpg,114,89,276,382
028286.jpg,112,100,161,223
128822.jpg,598,528,946,1310
126578.jpg,226,167,291,403
043917.jpg,121,95,218,302
139498.jpg,72,68,153,212
061052.jpg,453,499,952,1318
105243.jpg,130,105,138,191
035512.jpg,205,86,328,454
025063.jpg,222,117,517,716
152558.jpg,95,36,159,220
065466.jpg,179,327,824,1141
018619.jpg,213,59,130,180
142711.jpg,26,39,146,202
079480.jpg,117,45,148,205
002766.jpg,78,51,250,346
105872.jpg,183,44,130,180
044748.jpg,158,30,125,173
011625.jpg,42,50,161,223
053558.jpg,67,53,263,364
056818.jpg,36,44,220,317
002733.jpg,93,40,260,360
135781.jpg,132,81,265,367
113769.jpg,114,66,273,378
011733.jpg,176,56,140,194
149463.jpg,150,117,393,544
052395.jpg,275,325,876,1213
090668.jpg,167,128,195,270
168338.jpg,131,88,148,205
166134.jpg,144,78,125,173
182029.jpg,43,137,294,407
176368.jpg,156,127,127,176
165348.jpg,102,109,172,238
180591.jpg,135,158,247,342
177605.jpg,375,442,1030,1426
163579.jpg,77,141,231,320
178669.jpg,77,153,289,400
168600.jpg,101,106,229,317
164737.jpg,88,132,213,295
169016.jpg,100,85,159,220
171037.jpg,367,458,380,526
163136.jpg,180,119,257,356
180252.jpg,138,153,257,356
180214.jpg,159,173,421,583
164826.jpg,132,43,83,115
181848.jpg,182,110,182,252
168970.jpg,81,144,265,367
178429.jpg,209,63,101,140
030660.jpg,35,49,169,234
028224.jpg,187,184,406,562
158536.jpg,138,71,213,295
067303.jpg,71,251,567,785
024490.jpg,180,135,434,601
144753.jpg,98,101,260,360
079108.jpg,233,184,395,547
003668.jpg,149,180,458,634
103090.jpg,56,123,338,468
037220.jpg,114,120,263,364
020035.jpg,168,240,655,907
050516.jpg,174,108,221,306
057820.jpg,218,329,777,1076
000129.jpg,185,248,369,511
133676.jpg,91,133,273,378
126984.jpg,81,114,255,353
020167.jpg,193,246,489,677
151336.jpg,179,199,502,695
042881.jpg,115,103,174,241
094794.jpg,82,39,155,227
071575.jpg,133,240,328,454
058270.jpg,514,869,1279,1771
152302.jpg,68,109,229,317
105519.jpg,108,137,247,342
045312.jpg,130,102,252,349
145844.jpg,112,134,229,317
113201.jpg,206,290,538,745
006185.jpg,117,95,159,220
124469.jpg,69,131,143,198
086802.jpg,672,737,798,1105
012357.jpg,119,64,166,230
091237.jpg,95,147,226,313
097004.jpg,109,50,169,234
000854.jpg,61,76,114,158
135549.jpg,61,69,146,202
130389.jpg,136,128,190,263
045247.jpg,189,161,452,626
151595.jpg,152,72,322,446
089147.jpg,625,464,718,994
124416.jpg,62,130,229,317
041513.jpg,158,44,213,295
022901.jpg,147,123,424,587
159031.jpg,108,71,75,104
079156.jpg,122,71,130,180
015587.jpg,112,85,166,230
154908.jpg,69,43,127,176
118027.jpg,49,80,153,212
004267.jpg,114,127,185,256
136928.jpg,121,73,117,162
050291.jpg,56,78,224,310
011659.jpg,191,129,205,284
053736.jpg,120,115,153,212
056449.jpg,113,62,146,202
002438.jpg,83,109,174,241
151048.jpg,120,58,125,173
148289.jpg,299,175,213,295
012165.jpg,185,77,140,194
158295.jpg,355,225,356,493
052968.jpg,84,46,107,148
129658.jpg,93,87,146,202
032251.jpg,109,112,307,425
027095.jpg,197,141,447,619
142036.jpg,146,239,341,472
057509.jpg,180,132,432,598
013831.jpg,138,175,307,425
112332.jpg,141,192,369,511
080576.jpg,86,177,195,270
001644.jpg,153,262,250,346
095964.jpg,120,281,333,461
040035.jpg,190,148,286,396
007493.jpg,98,93,161,223
044117.jpg,79,119,286,396
045482.jpg,66,56,138,191
001593.jpg,381,359,413,572
103964.jpg,235,111,208,288
102887.jpg,40,67,130,180
007828.jpg,169,336,538,745
140407.jpg,184,145,231,320
041365.jpg,74,96,174,241
093206.jpg,149,195,333,461
050831.jpg,513,238,351,486
042395.jpg,134,81,114,158
160491.jpg,283,198,314,454
091854.jpg,172,78,250,346
042174.jpg,197,16,112,155
152093.jpg,161,76,135,187
120241.jpg,169,87,107,148
007165.jpg,325,178,312,432
130161.jpg,82,114,164,227
065009.jpg,164,69,96,133
035883.jpg,93,93,257,356
079976.jpg,266,147,135,187
081582.jpg,98,94,242,335
005373.jpg,178,111,125,173
151453.jpg,201,36,112,155
139865.jpg,53,34,122,169
040808.jpg,216,161,468,648
158899.jpg,226,108,211,292
074463.jpg,95,53,49,68
130041.jpg,486,181,445,616
061645.jpg,200,339,390,540
057483.jpg,130,218,273,378
154474.jpg,236,89,333,461
105209.jpg,224,61,203,281
057206.jpg,66,139,205,284
149417.jpg,75,124,244,338
116007.jpg,218,104,239,331
017992.jpg,197,113,213,295
136140.jpg,49,136,195,270
072046.jpg,218,54,127,176
032416.jpg,113,174,348,482
078260.jpg,142,97,208,288
085643.jpg,119,126,372,515
007222.jpg,590,236,606,839
142415.jpg,470,297,598,828
140471.jpg,955,897,972,1346
036087.jpg,222,90,148,205
152780.jpg,188,127,247,342
077592.jpg,215,219,346,479
121791.jpg,269,53,143,198
028726.jpg,320,277,439,608
024808.jpg,446,463,491,680
153538.jpg,246,141,257,356
072714.jpg,111,83,159,220
022032.jpg,259,272,497,688
134873.jpg,207,158,291,403
084898.jpg,126,105,224,310
007302.jpg,186,179,471,652
110784.jpg,506,415,536,742
038251.jpg,421,353,611,846
013884.jpg,135,90,247,342
041583.jpg,123,136,335,464
046355.jpg,186,150,213,295
005110.jpg,152,150,260,360
129646.jpg,175,100,179,248
123924.jpg,395,381,471,652
021271.jpg,436,352,450,623
140824.jpg,758,425,1076,1490
039348.jpg,131,126,244,338
106468.jpg,120,105,169,234
048383.jpg,146,69,148,205
044521.jpg,122,114,179,248
156590.jpg,77,67,153,212
086491.jpg,157,58,138,191
041180.jpg,191,126,231,320
142409.jpg,139,93,198,274
098897.jpg,149,105,221,306
020940.jpg,137,108,169,234
120680.jpg,876,539,920,1274
055977.jpg,146,85,148,205
032499.jpg,150,179,200,277
069001.jpg,110,105,268,371
082837.jpg,85,61,161,223
011073.jpg,83,67,122,169
141996.jpg,64,144,130,180
130678.jpg,113,122,294,407
033427.jpg,70,101,161,223
155937.jpg,117,166,148,205
067672.jpg,67,44,101,140
111102.jpg,149,129,133,184
170169.jpg,201,22,338,468
169010.jpg,158,132,452,626
182126.jpg,81,25,114,158
174525.jpg,696,217,632,875
168453.jpg,683,370,627,868
180563.jpg,194,1,226,313
174875.jpg,24,91,304,421
163094.jpg,462,317,471,652
178400.jpg,76,70,432,598
171264.jpg,183,109,549,760
166409.jpg,1270,713,1859,2574
172375.jpg,194,86,252,349
173532.jpg,3,1,1102,1206
162782.jpg,65,21,294,407
179252.jpg,245,23,221,306
178811.jpg,26,74,406,562
168450.jpg,155,81,140,194
181053.jpg,718,247,640,886
171785.jpg,316,74,224,310
176201.jpg,1,56,273,378
051874.jpg,228,94,179,248
042814.jpg,81,64,151,209
140899.jpg,204,114,117,162
088810.jpg,522,52,146,202
040733.jpg,161,42,101,140
129807.jpg,11,90,265,367
107223.jpg,96,5,70,97
014520.jpg,213,73,192,266
115194.jpg,94,43,88,122
059275.jpg,115,112,403,437
025562.jpg,3,102,153,203
063336.jpg,62,23,231,320
064274.jpg,127,29,112,155
006876.jpg,208,36,117,162
127966.jpg,103,40,127,176
123113.jpg,160,82,114,158
038417.jpg,259,18,250,294
140447.jpg,68,50,109,151
060876.jpg,51,36,234,324
113686.jpg,131,57,250,346
036958.jpg,202,43,172,238
017759.jpg,200,113,226,313
134052.jpg,563,259,720,997
077813.jpg,158,54,205,284
014536.jpg,116,52,195,270
119100.jpg,59,92,325,450
085911.jpg,135,62,146,202
006213.jpg,155,88,226,313
100613.jpg,245,1,543,752
044591.jpg,136,55,166,230
006922.jpg,141,187,385,533
051262.jpg,156,18,133,184
051890.jpg,1062,269,749,1037
000188.jpg,181,41,192,266
112957.jpg,211,54,520,711
111495.jpg,98,43,208,288
013851.jpg,102,41,146,202
128257.jpg,142,52,153,212
051125.jpg,348,119,434,601
092481.jpg,199,57,187,259
046144.jpg,796,47,200,277
044472.jpg,186,161,281,389
154938.jpg,266,122,198,274
108876.jpg,186,51,161,223
033482.jpg,160,117,304,421
140271.jpg,184,21,148,205
116915.jpg,687,63,96,133
001821.jpg,192,15,268,371
126322.jpg,479,52,187,259
051544.jpg,446,52,122,169
025755.jpg,650,45,218,302
069008.jpg,177,1,148,205
079830.jpg,451,35,203,281
000412.jpg,104,62,237,328
138775.jpg,689,129,260,360
136997.jpg,230,64,218,302
029489.jpg,1,81,296,410
152752.jpg,410,10,239,331
059198.jpg,278,149,369,511
120474.jpg,377,64,278,385
053770.jpg,99,269,538,745
051256.jpg,210,105,294,407
147713.jpg,313,486,546,756
093481.jpg,163,240,338,468
039045.jpg,1,179,536,742
143324.jpg,197,148,151,209
102628.jpg,92,139,354,490
003696.jpg,88,103,359,497
104626.jpg,278,21,226,313
067594.jpg,156,151,455,630
032044.jpg,80,84,203,281
078176.jpg,1,129,603,835
082272.jpg,216,20,404,490
001527.jpg,293,103,208,288
127346.jpg,129,174,252,349
122789.jpg,26,64,359,433
033528.jpg,85,193,270,374
146375.jpg,429,595,1609,2228
071920.jpg,182,127,281,389
103463.jpg,110,130,463,641
044098.jpg,39,1,158,241
044024.jpg,407,225,731,1012
148701.jpg,16,82,211,292
063438.jpg,108,82,192,266
042447.jpg,13,81,211,292
132571.jpg,251,227,772,1069
071086.jpg,87,41,270,374
019931.jpg,224,140,203,281
102822.jpg,69,99,179,248
048175.jpg,144,121,237,328
028350.jpg,74,44,127,176
057275.jpg,160,74,130,180
060524.jpg,181,80,133,184
015445.jpg,95,99,226,313
119139.jpg,78,77,252,322
116956.jpg,181,47,120,166
035230.jpg,101,92,231,320
148151.jpg,31,72,174,241
051898.jpg,100,112,257,356
093471.jpg,344,88,151,209
168081.jpg,290,9,148,205
168038.jpg,275,230,320,443
182302.jpg,80,74,421,583
173033.jpg,720,134,585,810
167725.jpg,166,222,351,486
180874.jpg,136,60,577,799
176859.jpg,300,278,263,364
163414.jpg,197,41,221,306
178934.jpg,210,95,546,756
168993.jpg,72,33,130,180
165700.jpg,258,80,213,295
169982.jpg,248,66,187,259
170655.jpg,251,210,452,626
163331.jpg,86,67,177,245
180526.jpg,84,63,125,173
179849.jpg,153,37,127,176
166204.jpg,194,126,608,842
181483.jpg,100,62,151,209
169220.jpg,285,46,107,148
177280.jpg,204,165,439,608
034946.jpg,115,81,185,256
033301.jpg,143,30,159,220
150111.jpg,156,1,499,691
085398.jpg,323,62,200,277
028083.jpg,109,36,133,184
134475.jpg,29,92,205,284
100533.jpg,107,87,166,230
013815.jpg,18,26,128,171
115445.jpg,47,32,104,144
040074.jpg,66,35,143,198
024752.jpg,141,44,96,133
065207.jpg,185,269,442,612
066305.jpg,59,71,273,378
006999.jpg,104,249,554,767
121178.jpg,178,57,221,283
119077.jpg,168,125,218,302
026235.jpg,69,48,75,104
143487.jpg,27,38,90,133
054739.jpg,44,56,164,227
107448.jpg,177,101,317,439
168529.jpg,292,133,244,338
168221.jpg,70,92,257,356
179845.jpg,581,338,650,900
174204.jpg,156,62,135,187
167138.jpg,95,98,200,277
178825.jpg,400,335,536,742
176040.jpg,102,109,161,223
166636.jpg,569,275,967,1339
177528.jpg,611,389,967,1339
169719.jpg,442,124,140,194
166987.jpg,95,133,273,378
171158.jpg,245,36,75,104
171559.jpg,90,131,328,454
162886.jpg,664,68,491,680
178122.jpg,264,47,94,130
177987.jpg,932,316,1022,1415
167000.jpg,126,85,159,220
179777.jpg,230,131,68,94
169750.jpg,144,89,161,223
177309.jpg,563,208,400,554
036852.jpg,244,147,99,137
035028.jpg,168,64,140,194
162135.jpg,75,7,447,619
074000.jpg,19,123,226,313
031223.jpg,214,50,146,202
133914.jpg,180,12,133,184
090910.jpg,202,26,151,209
007835.jpg,191,74,169,234
104064.jpg,323,99,226,313
049690.jpg,184,155,109,151
019266.jpg,73,83,135,187
057289.jpg,192,137,291,403
067224.jpg,56,35,203,281
002284.jpg,111,59,211,292
122262.jpg,150,38,99,137
110089.jpg,142,107,463,641
024919.jpg,139,36,166,230
158440.jpg,107,3,216,299
056744.jpg,167,101,174,241
097426.jpg,23,82,276,382
031975.jpg,150,57,322,446
021628.jpg,114,46,114,158
141249.jpg,117,99,229,317
069085.jpg,140,110,265,367
017653.jpg,124,74,166,230
116544.jpg,55,47,179,248
079639.jpg,216,74,153,212
004348.jpg,126,144,156,216
091168.jpg,170,88,125,173
037157.jpg,777,245,562,778
011721.jpg,469,171,312,432
045396.jpg,73,112,270,374
048763.jpg,173,64,172,238
001243.jpg,139,90,133,184
110718.jpg,197,54,130,180
095305.jpg,259,62,166,230
017428.jpg,163,106,104,144
135193.jpg,181,54,117,162
041281.jpg,9,31,83,115
088510.jpg,82,63,257,356
171541.jpg,1,151,299,414
171249.jpg,64,86,273,378
181681.jpg,188,27,127,176
174768.jpg,105,54,239,331
169000.jpg,178,82,133,184
180235.jpg,89,89,185,256
175715.jpg,181,266,120,166
164128.jpg,110,44,104,144
178332.jpg,98,31,143,198
171940.jpg,161,97,192,266
166621.jpg,94,45,88,122
172672.jpg,96,113,213,295
172951.jpg,192,52,125,173
162941.jpg,103,17,86,119
179621.jpg,295,56,156,216
179507.jpg,28,93,190,263
167774.jpg,204,38,101,140
181563.jpg,134,54,112,155
172542.jpg,174,1,148,205
177977.jpg,459,156,335,464
052148.jpg,214,91,250,346
047509.jpg,553,144,317,439
155707.jpg,119,44,471,652
119404.jpg,253,163,497,688
034466.jpg,242,292,489,677
149521.jpg,124,161,499,691
131960.jpg,61,105,268,371
