aligned_id,original_id,image_path,dataset,landmarks_pred,landmarks_aligned,landmarks_ideal
087119_aligned.jpg,087119.jpg,data_CelebA_mini/data_aligned/087119.jpg,train,"[[40.0, 40.0], [72.0, 36.0], [56.0, 64.0], [44.0, 72.0], [72.0, 72.0]]","[[34.92926128666218, 64.16554613896885], [73.18585013779861, 68.51838605123667], [51.57061470847497, 88.20535011555599], [33.19260490859986, 108.71203612792971], [64.87275059639565, 112.31660303523138]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
142711_aligned.jpg,142711.jpg,data_CelebA_mini/data_aligned/142711.jpg,train,"[[36.0, 40.0], [68.0, 40.0], [52.0, 56.0], [40.0, 76.0], [68.0, 72.0]]","[[40.35939411365987, 65.6551422984302], [80.54704238206148, 65.21022644716501], [60.708186722755435, 88.39956814044712], [44.32840516831279, 112.01878633344768], [77.60765374796986, 111.65034853364824]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
079835_aligned.jpg,079835.jpg,data_CelebA_mini/data_aligned/079835.jpg,train,"[[40.0, 40.0], [76.0, 52.0], [48.0, 52.0], [28.0, 72.0], [56.0, 84.0]]","[[40.28656405441285, 62.49001354779561], [71.21265680811564, 51.79977490178426], [61.859529802551265, 74.81870034184774], [55.2888404938507, 97.27909654462178], [80.89862672050477, 88.42654442136129]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
179347_aligned.jpg,179347.jpg,data_CelebA_mini/data_aligned/179347.jpg,train,"[[36.0, 40.0], [76.0, 36.0], [60.0, 60.0], [36.0, 76.0], [76.0, 72.0]]","[[38.59489662860175, 61.91189010247071], [69.51314089060008, 65.40367530346897], [52.05903467914367, 81.32735153739162], [37.221496359846086, 97.91126851850179], [62.82478488954072, 100.80279991482841]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
175257_aligned.jpg,175257.jpg,data_CelebA_mini/data_aligned/175257.jpg,train,"[[40.0, 40.0], [72.0, 52.0], [40.0, 64.0], [32.0, 72.0], [56.0, 84.0]]","[[40.94843857544677, 63.59102473255837], [74.82436730300694, 50.45831776559908], [65.39222331491757, 76.38424025411736], [59.02448844647343, 101.576078067142], [87.07702307646241, 90.70092627722335]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
003668_aligned.jpg,003668.jpg,data_CelebA_mini/data_aligned/003668.jpg,train,"[[40.0, 40.0], [68.0, 36.0], [64.0, 60.0], [44.0, 72.0], [72.0, 68.0]]","[[34.20872875248719, 65.84393372442628], [77.73418324453738, 71.57130300143432], [52.69907557382202, 93.58213732617187], [31.338010681716924, 116.5921991842804], [67.3812854276581, 121.33500837236024]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
022103_aligned.jpg,022103.jpg,data_CelebA_mini/data_aligned/022103.jpg,train,"[[40.0, 40.0], [68.0, 40.0], [52.0, 60.0], [40.0, 72.0], [64.0, 76.0]]","[[36.229819212177816, 66.42762982270376], [80.57346931522915, 65.93707702941894], [58.68276654804774, 91.52435530711581], [40.60885334995815, 117.5859978640965], [77.329672265625, 117.17976780275616]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
151167_aligned.jpg,151167.jpg,data_CelebA_mini/data_aligned/151167.jpg,train,"[[40.0, 40.0], [72.0, 32.0], [56.0, 56.0], [48.0, 72.0], [72.0, 68.0]]","[[33.56127180502274, 63.40288124933804], [70.18056805321189, 72.1284716172611], [46.88496142306608, 88.69343845270942], [26.63493002761392, 106.43486784120446], [56.959240029615515, 113.66049403803207]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
179912_aligned.jpg,179912.jpg,data_CelebA_mini/data_aligned/179912.jpg,train,"[[36.0, 36.0], [72.0, 44.0], [48.0, 64.0], [32.0, 72.0], [72.0, 76.0]]","[[43.76672862008039, 65.83156141956553], [76.55240176580092, 58.16431521462833], [64.5419031958636, 80.73453133504532], [55.438449834899906, 103.0276874040222], [82.58814831523222, 96.67846436068365]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
002515_aligned.jpg,002515.jpg,data_CelebA_mini/data_aligned/002515.jpg,train,"[[36.0, 40.0], [68.0, 48.0], [52.0, 68.0], [24.0, 76.0], [60.0, 84.0]]","[[43.766933611398585, 63.193768051360635], [80.18423753294103, 53.66020837685079], [67.424569017141, 79.23899399878557], [57.905802203975, 104.42262293943517], [88.06284100424823, 96.52791193569408]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
168529_aligned.jpg,168529.jpg,data_CelebA_mini/data_aligned/168529.jpg,train,"[[40.0, 40.0], [72.0, 36.0], [56.0, 60.0], [40.0, 72.0], [76.0, 68.0]]","[[34.92926128666218, 64.16554613896885], [73.18585013779861, 68.51838605123667], [51.57061470847497, 88.20535011555599], [33.19260490859986, 108.71203612792971], [64.87275059639565, 112.31660303523138]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
095638_aligned.jpg,095638.jpg,data_CelebA_mini/data_aligned/095638.jpg,train,"[[36.0, 40.0], [64.0, 32.0], [56.0, 52.0], [48.0, 72.0], [72.0, 68.0]]","[[36.591678324685425, 65.37340859217808], [77.0625042626562, 77.54237726604691], [49.87333939457433, 94.58683090598666], [26.0206568359153, 113.14854862859416], [59.534405269776556, 123.22562371892849]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
178404_aligned.jpg,178404.jpg,data_CelebA_mini/data_aligned/178404.jpg,train,"[[40.0, 40.0], [72.0, 40.0], [48.0, 60.0], [40.0, 72.0], [72.0, 76.0]]","[[36.48791699070931, 64.58621365818978], [75.28861083087922, 64.15697996406556], [56.134245909595485, 86.54584845705033], [40.31957186126709, 109.34978569440841], [72.45028841247559, 108.99433439073563]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
125061_aligned.jpg,125061.jpg,data_CelebA_mini/data_aligned/125061.jpg,train,"[[36.0, 40.0], [68.0, 36.0], [56.0, 60.0], [48.0, 76.0], [72.0, 68.0]]","[[39.269145648516144, 64.68366912011368], [77.52573449965259, 69.0365090323815], [55.91049907032894, 88.72347309670081], [37.53248927045382, 109.23015910907453], [69.21263495824962, 112.83472601637621]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
027189_aligned.jpg,027189.jpg,data_CelebA_mini/data_aligned/027189.jpg,train,"[[40.0, 40.0], [72.0, 40.0], [56.0, 56.0], [40.0, 72.0], [68.0, 72.0]]","[[35.79729727947712, 65.68041419097781], [75.98494554787874, 65.2354983397126], [56.146089888572696, 88.42484003299472], [39.76630833413006, 112.04405822599531], [73.04555691378714, 111.67562042619585]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
146223_aligned.jpg,146223.jpg,data_CelebA_mini/data_aligned/146223.jpg,train,"[[40.0, 40.0], [72.0, 36.0], [64.0, 64.0], [40.0, 72.0], [76.0, 72.0]]","[[34.92926128666218, 64.16554613896885], [73.18585013779861, 68.51838605123667], [51.57061470847497, 88.20535011555599], [33.19260490859986, 108.71203612792971], [64.87275059639565, 112.31660303523138]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
055078_aligned.jpg,055078.jpg,data_CelebA_mini/data_aligned/055078.jpg,train,"[[36.0, 40.0], [68.0, 40.0], [56.0, 60.0], [44.0, 76.0], [68.0, 76.0]]","[[40.89256672520638, 64.56185109410286], [79.69326056537629, 64.13261739997864], [60.538895644092555, 86.52148589296341], [44.72422159576416, 109.3254231303215], [76.85493814697266, 108.96997182664872]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
001727_aligned.jpg,001727.jpg,data_CelebA_mini/data_aligned/001727.jpg,train,"[[36.0, 40.0], [76.0, 32.0], [64.0, 56.0], [44.0, 76.0], [84.0, 64.0]]","[[38.3137207998716, 61.99256484848903], [68.22644432217525, 67.63172259765038], [50.04787615303626, 81.90710375821041], [34.3744442331901, 97.01556716412765], [59.14506485776168, 101.68533024610373]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
106673_aligned.jpg,106673.jpg,data_CelebA_mini/data_aligned/106673.jpg,train,"[[40.0, 40.0], [68.0, 40.0], [52.0, 56.0], [36.0, 72.0], [64.0, 76.0]]","[[37.46370086860567, 67.09848367782088], [81.58108580240393, 64.93629055664313], [60.75883957448815, 91.23005118228264], [43.7534083844032, 117.85187286291391], [80.28685772807194, 116.06136341583593]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
172375_aligned.jpg,172375.jpg,data_CelebA_mini/data_aligned/172375.jpg,train,"[[40.0, 40.0], [72.0, 36.0], [60.0, 60.0], [40.0, 72.0], [76.0, 68.0]]","[[34.92926128666218, 64.16554613896885], [73.18585013779861, 68.51838605123667], [51.57061470847497, 88.20535011555599], [33.19260490859986, 108.71203612792971], [64.87275059639565, 112.31660303523138]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
110902_aligned.jpg,110902.jpg,data_CelebA_mini/data_aligned/110902.jpg,train,"[[36.0, 40.0], [76.0, 40.0], [60.0, 60.0], [36.0, 72.0], [72.0, 76.0]]","[[40.37297366825104, 61.98874097660065], [71.41352874038697, 61.64535402130127], [56.090036803359986, 79.55644881568908], [43.438297564697265, 97.79959860557557], [69.14287080566407, 97.51523756263734]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
181844_aligned.jpg,181844.jpg,data_CelebA_mini/data_aligned/181844.jpg,train,"[[40.0, 36.0], [68.0, 44.0], [56.0, 56.0], [40.0, 72.0], [60.0, 76.0]]","[[41.632393526883405, 70.50786035171365], [82.4997730729877, 58.340913402399025], [69.02010251253236, 87.77952612594028], [59.19446570293499, 116.64849348566307], [93.03659600498992, 106.57308333802133]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
033281_aligned.jpg,033281.jpg,data_CelebA_mini/data_aligned/033281.jpg,train,"[[40.0, 36.0], [68.0, 32.0], [48.0, 60.0], [44.0, 68.0], [72.0, 68.0]]","[[33.531270866745004, 70.7810394373169], [77.05672535879518, 76.50840871432496], [52.021617688079836, 98.5192430390625], [30.660552795974738, 121.52930489717103], [66.7038275419159, 126.27211408525086]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
181049_aligned.jpg,181049.jpg,data_CelebA_mini/data_aligned/181049.jpg,train,"[[40.0, 40.0], [72.0, 40.0], [56.0, 60.0], [48.0, 72.0], [76.0, 72.0]]","[[37.05543537417635, 63.792353595881266], [74.71849750280771, 63.37533354421379], [56.125948548162796, 85.1079487982789], [40.77517545534814, 107.24343110775489], [71.96382323285586, 106.89809400720856]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
038579_aligned.jpg,038579.jpg,data_CelebA_mini/data_aligned/038579.jpg,train,"[[36.0, 40.0], [68.0, 40.0], [52.0, 60.0], [40.0, 72.0], [68.0, 72.0]]","[[41.330941537472974, 63.768663176226944], [78.99400366610435, 63.35164312455947], [60.40145471145944, 85.08425837862458], [45.050681618644774, 107.21974068810056], [76.2393293961525, 106.87440358755424]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
136727_aligned.jpg,136727.jpg,data_CelebA_mini/data_aligned/136727.jpg,train,"[[36.0, 40.0], [60.0, 36.0], [64.0, 56.0], [48.0, 76.0], [68.0, 68.0]]","[[38.88319411527273, 68.94846673574705], [89.3120366526011, 76.78096223313614], [59.622294377857926, 101.6844965113253], [34.17537945303015, 127.8485936736648], [75.93532553106772, 134.33464961510734]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
127616_aligned.jpg,127616.jpg,data_CelebA_mini/data_aligned/127616.jpg,train,"[[40.0, 40.0], [76.0, 36.0], [56.0, 56.0], [48.0, 72.0], [76.0, 68.0]]","[[35.4506918600315, 62.838011132412426], [69.56147022643671, 66.2465565561248], [50.55872361331102, 84.03635670398619], [34.447893986743836, 102.51643095646371], [62.69490864669986, 105.33903142652744]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
013191_aligned.jpg,013191.jpg,data_CelebA_mini/data_aligned/013191.jpg,train,"[[40.0, 40.0], [68.0, 36.0], [52.0, 52.0], [44.0, 72.0], [72.0, 68.0]]","[[34.20872875248719, 65.84393372442628], [77.73418324453738, 71.57130300143432], [52.69907557382202, 93.58213732617187], [31.338010681716924, 116.5921991842804], [67.3812854276581, 121.33500837236024]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
010037_aligned.jpg,010037.jpg,data_CelebA_mini/data_aligned/010037.jpg,train,"[[40.0, 40.0], [64.0, 36.0], [44.0, 52.0], [40.0, 72.0], [64.0, 68.0]]","[[33.16378633774423, 68.02771552494151], [83.59262887507259, 75.8602110223306], [53.902886600329424, 100.76374530051977], [28.455971675501647, 126.92784246285926], [70.21591775353922, 133.41389840430182]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
128659_aligned.jpg,128659.jpg,data_CelebA_mini/data_aligned/128659.jpg,train,"[[36.0, 40.0], [68.0, 36.0], [52.0, 56.0], [44.0, 76.0], [72.0, 72.0]]","[[40.254364805873934, 65.50878525019867], [78.85265342107166, 68.45582327794753], [57.869977639908726, 89.04094213926204], [40.17026965361817, 110.32894275059424], [72.13337554130072, 112.76937007731493]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
097437_aligned.jpg,097437.jpg,data_CelebA_mini/data_aligned/097437.jpg,train,"[[36.0, 40.0], [68.0, 12.0], [56.0, 44.0], [60.0, 72.0], [88.0, 52.0]]","[[33.39016732826233, 60.27047124595642], [55.578499121552866, 79.25602787096142], [33.63464079793069, 82.44402033077678], [13.376591024611482, 87.52216401648057], [31.750671841275377, 103.24403342738869]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
100765_aligned.jpg,100765.jpg,data_CelebA_mini/data_aligned/100765.jpg,train,"[[40.0, 40.0], [72.0, 40.0], [52.0, 60.0], [36.0, 72.0], [72.0, 76.0]]","[[36.48791699070931, 64.58621365818978], [75.28861083087922, 64.15697996406556], [56.134245909595485, 86.54584845705033], [40.31957186126709, 109.34978569440841], [72.45028841247559, 108.99433439073563]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
128747_aligned.jpg,128747.jpg,data_CelebA_mini/data_aligned/128747.jpg,train,"[[40.0, 40.0], [76.0, 40.0], [56.0, 68.0], [36.0, 72.0], [76.0, 76.0]]","[[36.688659707344904, 63.15400108579], [71.17816534305149, 62.772460024346245], [54.15206319079929, 82.67367646255492], [40.094575147840715, 102.94384289576212], [68.65521208224826, 102.6278861813863]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
018926_aligned.jpg,018926.jpg,data_CelebA_mini/data_aligned/018926.jpg,train,"[[40.0, 36.0], [72.0, 40.0], [52.0, 60.0], [40.0, 72.0], [72.0, 72.0]]","[[38.6682614774792, 68.94415588805566], [76.81919280390814, 63.74605577812781], [60.71506346516535, 88.14794043845542], [47.95033052371685, 112.54746929349459], [79.54298050599319, 108.24293674203726]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
095953_aligned.jpg,095953.jpg,data_CelebA_mini/data_aligned/095953.jpg,train,"[[40.0, 36.0], [72.0, 44.0], [56.0, 60.0], [40.0, 72.0], [68.0, 76.0]]","[[40.68643093303232, 68.39290601953618], [77.10373485457475, 58.85934634502634], [64.34406633877472, 84.43813196696112], [54.825299525608735, 109.62176090761072], [84.98233832588195, 101.72704990386963]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
165720_aligned.jpg,165720.jpg,data_CelebA_mini/data_aligned/165720.jpg,train,"[[40.0, 36.0], [72.0, 40.0], [56.0, 56.0], [44.0, 72.0], [64.0, 72.0]]","[[37.3674563282317, 68.53257153850984], [75.89109560532087, 64.73166281144653], [58.80213608380746, 88.64797557211476], [45.068330225753094, 112.68635427880841], [76.9696184954056, 109.53883090097109]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
028554_aligned.jpg,028554.jpg,data_CelebA_mini/data_aligned/028554.jpg,train,"[[36.0, 44.0], [68.0, 40.0], [48.0, 68.0], [44.0, 76.0], [76.0, 72.0]]","[[39.78726862966098, 60.34378475825971], [78.04385748079741, 64.69662467052754], [56.428622051473766, 84.38358873484685], [38.05061225159866, 104.89027474722057], [69.73075793939445, 108.49484165452225]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
168405_aligned.jpg,168405.jpg,data_CelebA_mini/data_aligned/168405.jpg,train,"[[36.0, 36.0], [64.0, 36.0], [44.0, 60.0], [44.0, 72.0], [76.0, 72.0]]","[[41.29154755341666, 71.43367230317251], [85.63519765646798, 70.9431195098877], [63.74449488928658, 96.53039778758456], [45.67058169119699, 122.59204034456525], [82.39140060686384, 122.18581028322491]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
027238_aligned.jpg,027238.jpg,data_CelebA_mini/data_aligned/027238.jpg,train,"[[40.0, 40.0], [72.0, 36.0], [52.0, 60.0], [44.0, 72.0], [76.0, 72.0]]","[[34.92926128666218, 64.16554613896885], [73.18585013779861, 68.51838605123667], [51.57061470847497, 88.20535011555599], [33.19260490859986, 108.71203612792971], [64.87275059639565, 112.31660303523138]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
163890_aligned.jpg,163890.jpg,data_CelebA_mini/data_aligned/163890.jpg,train,"[[40.0, 32.0], [72.0, 40.0], [48.0, 60.0], [32.0, 68.0], [68.0, 72.0]]","[[41.745748577936965, 72.5327263428071], [78.1630524994794, 62.99916666829725], [65.40338398367938, 88.57795229023203], [55.88461717051338, 113.76158123088163], [86.0416559707866, 105.86687022714054]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
000404_aligned.jpg,000404.jpg,data_CelebA_mini/data_aligned/000404.jpg,train,"[[36.0, 40.0], [72.0, 36.0], [52.0, 64.0], [44.0, 72.0], [76.0, 68.0]]","[[39.320566023403266, 63.24634153804314], [73.43134438980847, 66.65488696175552], [54.42859777668279, 84.44468710961691], [38.3177681501156, 102.92476136209443], [66.56478281007162, 105.74736183215815]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
151862_aligned.jpg,151862.jpg,data_CelebA_mini/data_aligned/151862.jpg,train,"[[40.0, 40.0], [76.0, 40.0], [56.0, 60.0], [40.0, 72.0], [72.0, 72.0]]","[[37.3917326326143, 63.921483525144225], [72.05712535105306, 62.50619411767139], [55.53386092514105, 83.024784585711], [42.00636839089006, 103.82552923875132], [70.71265667564536, 102.65352917489173]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
119861_aligned.jpg,119861.jpg,data_CelebA_mini/data_aligned/119861.jpg,train,"[[40.0, 36.0], [72.0, 36.0], [56.0, 56.0], [44.0, 68.0], [68.0, 68.0]]","[[37.07912579383067, 68.0678597591779], [74.74218792246204, 67.65083970751044], [56.14963896781712, 89.38345496157554], [40.798865875002456, 111.51893727105153], [71.98751365251017, 111.17360017050521]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
023904_aligned.jpg,023904.jpg,data_CelebA_mini/data_aligned/023904.jpg,train,"[[36.0, 40.0], [72.0, 44.0], [52.0, 68.0], [36.0, 76.0], [64.0, 80.0]]","[[41.83091735755176, 62.739421482476956], [75.8579428080303, 58.577099815424475], [61.22375590085286, 80.10433702109732], [49.562475003526274, 101.67020133178525], [77.74013331154615, 98.22339369429612]]","[[38.2946, 51.6963], [73.5318, 51.5014], [56.0252, 71.7366], [41.5493, 92.3655], [70.7291, 92.2041]]"
